Unnamed: 0,Region,Country,Year,Gender,Completion Rate for Primary Edu,Childhood Education GER,"Gross enrolment ratio, early childhood educational development programmes,","Gross intake ratio to the last grade of primary education,",Literacy rate for 25-64 years old,Expenditure on education as a percentage of total government expenditure (%),Government expenditure on education as a percentage of GDP (%)
820,SDG: Europe and Northern America,Belarus,2020,female,99.6,87.22,58.73,98.42,73.7825,12.87,4.86
821,SDG: Europe and Northern America,Belarus,2020,male,99.5,92.01,60.62,98.68,73.7825,12.87,4.86
864,SDG: Europe and Northern America,Bosnia and Herzegovina,2012,female,99.89,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
865,SDG: Europe and Northern America,Bosnia and Herzegovina,2012,male,99.59,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
866,SDG: Europe and Northern America,Bosnia and Herzegovina,2013,female,99.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,98.58,15.022455621301775,4.163665730337078
867,SDG: Europe and Northern America,Bosnia and Herzegovina,2013,male,99.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,99.5,15.022455621301775,4.163665730337078
868,SDG: Europe and Northern America,Bosnia and Herzegovina,2014,female,99.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
869,SDG: Europe and Northern America,Bosnia and Herzegovina,2014,male,99.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
870,SDG: Europe and Northern America,Bosnia and Herzegovina,2015,female,99.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
871,SDG: Europe and Northern America,Bosnia and Herzegovina,2015,male,99.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
872,SDG: Europe and Northern America,Bosnia and Herzegovina,2016,female,99.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
873,SDG: Europe and Northern America,Bosnia and Herzegovina,2016,male,99.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
884,SDG: Europe and Northern America,Bulgaria,2012,female,98.21,79.21,0.0,101.27,73.7825,9.66,3.48
885,SDG: Europe and Northern America,Bulgaria,2012,male,97.88,80.0,0.0,102.32,73.7825,9.66,3.48
886,SDG: Europe and Northern America,Bulgaria,2013,female,96.25,79.29,0.0,98.25,73.7825,9.76,4.06
887,SDG: Europe and Northern America,Bulgaria,2013,male,100.0,79.92,0.0,99.63,73.7825,9.76,4.06
888,SDG: Europe and Northern America,Bulgaria,2014,female,98.28,79.46,0.0,97.66,73.7825,9.43,4.07
889,SDG: Europe and Northern America,Bulgaria,2014,male,98.07,79.93,0.0,98.23,73.7825,9.43,4.07
890,SDG: Europe and Northern America,Bulgaria,2015,female,100.0,79.31,0.0,95.77,73.7825,9.69,3.91
891,SDG: Europe and Northern America,Bulgaria,2015,male,99.6,80.17,0.0,96.59,73.7825,9.69,3.91
892,SDG: Europe and Northern America,Bulgaria,2016,female,98.19,76.65,0.0,91.76,73.7825,9.76,3.39
893,SDG: Europe and Northern America,Bulgaria,2016,male,98.19,77.74,0.0,92.32,73.7825,9.76,3.39
894,SDG: Europe and Northern America,Bulgaria,2017,female,99.25,76.29,0.0,89.12,73.7825,10.14,4.08
895,SDG: Europe and Northern America,Bulgaria,2017,male,98.26,77.6,0.0,90.47,73.7825,10.14,4.08
896,SDG: Europe and Northern America,Bulgaria,2018,female,100.0,78.97,0.0,86.14,73.7825,9.54,4.05
897,SDG: Europe and Northern America,Bulgaria,2018,male,98.04,79.71,0.0,87.07,73.7825,9.54,4.05
898,SDG: Europe and Northern America,Bulgaria,2019,female,98.35,82.32,0.0,84.49,73.7825,10.48,4.2
899,SDG: Europe and Northern America,Bulgaria,2019,male,96.92,83.11,0.0,85.43,73.7825,10.48,4.2
900,SDG: Europe and Northern America,Bulgaria,2020,female,99.33,83.85,0.0,88.26,73.7825,9.46,3.94
901,SDG: Europe and Northern America,Bulgaria,2020,male,98.95,84.7,0.0,87.52,73.7825,9.46,3.94
902,SDG: Europe and Northern America,Bulgaria,2021,female,98.52,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,98.3,10.56,4.49
903,SDG: Europe and Northern America,Bulgaria,2021,male,100.0,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,98.63,10.56,4.49
1186,SDG: Europe and Northern America,Latvia,2012,female,99.82,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,98.49,73.7825,14.74,6.58
1187,SDG: Europe and Northern America,Latvia,2012,male,99.13,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,98.57,73.7825,14.74,6.58
1188,SDG: Europe and Northern America,Latvia,2013,female,99.62,74.76,35.97,98.76,73.7825,14.94,7.0
1189,SDG: Europe and Northern America,Latvia,2013,male,99.13,75.18,35.87,100.05,73.7825,14.94,7.0
1190,SDG: Europe and Northern America,Latvia,2014,female,100.0,76.09,38.59,99.92,73.7825,15.19,5.28
1191,SDG: Europe and Northern America,Latvia,2014,male,100.0,76.0,37.75,100.78,73.7825,15.19,5.28
1192,SDG: Europe and Northern America,Latvia,2015,female,100.0,75.62,39.61,101.07,73.7825,15.21,5.28
1193,SDG: Europe and Northern America,Latvia,2015,male,99.8,75.8,39.41,99.01,73.7825,15.21,5.28
1194,SDG: Europe and Northern America,Latvia,2016,female,100.0,75.73,41.52,97.99,73.7825,14.8,4.66
1195,SDG: Europe and Northern America,Latvia,2016,male,100.0,76.14,40.89,98.13,73.7825,14.8,4.66
1196,SDG: Europe and Northern America,Latvia,2017,female,100.0,76.68,43.41,99.01,73.7825,14.93,4.37
1197,SDG: Europe and Northern America,Latvia,2017,male,100.0,76.98,43.64,99.6,73.7825,14.93,4.37
1198,SDG: Europe and Northern America,Latvia,2018,female,100.0,76.94,43.97,99.2,73.7825,14.81,4.24
1199,SDG: Europe and Northern America,Latvia,2018,male,100.0,76.88,43.08,97.64,73.7825,14.81,4.24
1200,SDG: Europe and Northern America,Latvia,2019,female,100.0,77.83,44.48,98.64,73.7825,15.02,4.42
1201,SDG: Europe and Northern America,Latvia,2019,male,100.0,77.55,43.8,97.99,73.7825,15.02,4.42
1202,SDG: Europe and Northern America,Latvia,2020,female,100.0,78.97,45.28,98.95,73.7825,13.7,5.94
1203,SDG: Europe and Northern America,Latvia,2020,male,100.0,78.98,45.02,97.73,73.7825,13.7,5.94
1204,SDG: Europe and Northern America,Latvia,2021,female,100.0,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,99.89,12.65,5.7
1205,SDG: Europe and Northern America,Latvia,2021,male,99.51,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,99.86,12.65,5.7
1224,SDG: Europe and Northern America,Lithuania,2012,female,100.0,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,100.55,73.7825,14.99,4.76
1225,SDG: Europe and Northern America,Lithuania,2012,male,100.0,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,101.64,73.7825,14.99,4.76
1226,SDG: Europe and Northern America,Lithuania,2013,female,99.79,54.9,20.96,101.4,73.7825,14.75,4.6
1227,SDG: Europe and Northern America,Lithuania,2013,male,100.0,54.9,20.82,101.37,73.7825,14.75,4.6
1228,SDG: Europe and Northern America,Lithuania,2014,female,100.0,57.0,21.12,100.69,73.7825,14.5,4.49
1229,SDG: Europe and Northern America,Lithuania,2014,male,99.65,57.19,21.58,100.8,73.7825,14.5,4.49
1230,SDG: Europe and Northern America,Lithuania,2015,female,100.0,58.26,21.94,100.73,73.7825,14.43,4.23
1231,SDG: Europe and Northern America,Lithuania,2015,male,100.0,58.63,22.21,100.74,73.7825,14.43,4.23
1232,SDG: Europe and Northern America,Lithuania,2016,female,100.0,59.23,23.17,102.06,73.7825,13.96,4.0
1233,SDG: Europe and Northern America,Lithuania,2016,male,99.28,59.41,23.01,101.72,73.7825,13.96,4.0
1234,SDG: Europe and Northern America,Lithuania,2017,female,100.0,60.25,24.8,101.91,73.7825,13.68,3.81
1235,SDG: Europe and Northern America,Lithuania,2017,male,98.56,60.65,24.88,102.09,73.7825,13.68,3.81
1236,SDG: Europe and Northern America,Lithuania,2018,female,100.0,62.09,28.24,104.46,73.7825,13.32,3.89
1237,SDG: Europe and Northern America,Lithuania,2018,male,100.0,62.37,28.35,104.11,73.7825,13.32,3.89
1238,SDG: Europe and Northern America,Lithuania,2019,female,100.0,63.66,29.8,104.31,73.7825,13.28,3.97
1239,SDG: Europe and Northern America,Lithuania,2019,male,99.27,63.9,30.03,104.21,73.7825,13.28,3.97
1240,SDG: Europe and Northern America,Lithuania,2020,female,100.0,64.2,29.6,104.09,73.7825,12.17,5.22
1241,SDG: Europe and Northern America,Lithuania,2020,male,100.0,64.81,30.05,103.2,73.7825,12.17,5.22
1242,SDG: Europe and Northern America,Lithuania,2021,female,100.0,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,99.83,12.74,4.84
1243,SDG: Europe and Northern America,Lithuania,2021,male,100.0,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,99.77,12.74,4.84
1306,SDG: Europe and Northern America,Montenegro,2012,female,98.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,101.71,73.7825,15.022455621301775,4.163665730337078
1307,SDG: Europe and Northern America,Montenegro,2012,male,98.6,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,97.67,73.7825,15.022455621301775,4.163665730337078
1308,SDG: Europe and Northern America,Montenegro,2013,female,99.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
1309,SDG: Europe and Northern America,Montenegro,2013,male,100.0,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
1310,SDG: Europe and Northern America,Montenegro,2014,female,98.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
1311,SDG: Europe and Northern America,Montenegro,2014,male,98.6,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
1312,SDG: Europe and Northern America,Montenegro,2015,female,98.8,43.37,26.55,96.29,73.7825,15.022455621301775,4.163665730337078
1313,SDG: Europe and Northern America,Montenegro,2015,male,98.6,45.37,27.6,92.54,73.7825,15.022455621301775,4.163665730337078
1314,SDG: Europe and Northern America,Montenegro,2016,female,98.8,43.08,26.64,89.59,73.7825,15.022455621301775,4.163665730337078
1315,SDG: Europe and Northern America,Montenegro,2016,male,98.7,45.99,28.0,91.12,73.7825,15.022455621301775,4.163665730337078
1316,SDG: Europe and Northern America,Montenegro,2017,female,98.8,50.79,33.23,90.79,73.7825,15.022455621301775,4.163665730337078
1317,SDG: Europe and Northern America,Montenegro,2017,male,98.7,51.2,33.3,89.79,73.7825,15.022455621301775,4.163665730337078
1318,SDG: Europe and Northern America,Montenegro,2018,female,98.53,53.03,33.54,94.33,73.7825,15.022455621301775,4.163665730337078
1319,SDG: Europe and Northern America,Montenegro,2018,male,94.52,59.79,39.62,94.62,73.7825,15.022455621301775,4.163665730337078
1320,SDG: Europe and Northern America,Montenegro,2019,female,98.8,57.69,36.68,97.38,73.7825,15.022455621301775,4.163665730337078
1321,SDG: Europe and Northern America,Montenegro,2019,male,98.7,60.5,37.56,97.43,73.7825,15.022455621301775,4.163665730337078
1322,SDG: Europe and Northern America,Montenegro,2020,female,98.9,62.1,40.1,102.4,73.7825,15.022455621301775,4.163665730337078
1323,SDG: Europe and Northern America,Montenegro,2020,male,98.7,63.95,41.67,105.04,73.7825,15.022455621301775,4.163665730337078
1444,SDG: Europe and Northern America,Romania,2012,female,99.88,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,96.55,73.7825,7.89,2.82
1445,SDG: Europe and Northern America,Romania,2012,male,99.62,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,98.09,73.7825,7.89,2.82
1446,SDG: Europe and Northern America,Romania,2013,female,98.97,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,73.7825,7.84,3.07
1447,SDG: Europe and Northern America,Romania,2013,male,99.36,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,73.7825,7.84,3.07
1448,SDG: Europe and Northern America,Romania,2014,female,98.42,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,73.7825,8.43,3.13
1449,SDG: Europe and Northern America,Romania,2014,male,99.4,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,73.7825,8.43,3.13
1450,SDG: Europe and Northern America,Romania,2015,female,98.41,46.82,3.09,94.7,73.7825,8.5,3.11
1451,SDG: Europe and Northern America,Romania,2015,male,99.11,46.82,3.35,95.63,73.7825,8.5,3.11
1452,SDG: Europe and Northern America,Romania,2016,female,98.6,46.03,3.26,92.04,73.7825,9.6,3.03
1453,SDG: Europe and Northern America,Romania,2016,male,98.95,46.05,3.49,91.69,73.7825,9.6,3.03
1454,SDG: Europe and Northern America,Romania,2017,female,98.57,47.02,3.68,88.92935483870968,73.7825,8.51,3.12
1455,SDG: Europe and Northern America,Romania,2017,male,98.69,47.1,3.91,88.92935483870968,73.7825,8.51,3.12
1456,SDG: Europe and Northern America,Romania,2018,female,99.15,48.08,3.75,85.19,73.7825,9.1,3.32
1457,SDG: Europe and Northern America,Romania,2018,male,97.81,48.05,3.97,85.25,73.7825,9.1,3.32
1458,SDG: Europe and Northern America,Romania,2019,female,99.66,48.66,3.79,84.96,73.7825,10.09,3.57
1459,SDG: Europe and Northern America,Romania,2019,male,98.55,48.59,3.95,85.6,73.7825,10.09,3.57
1460,SDG: Europe and Northern America,Romania,2020,female,98.97,48.67,3.9,85.15,73.7825,8.8,3.68
1461,SDG: Europe and Northern America,Romania,2020,male,98.75,48.66,3.95,85.42,73.7825,8.8,3.68
1462,SDG: Europe and Northern America,Romania,2021,female,98.66,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,98.9,8.14,3.25
1463,SDG: Europe and Northern America,Romania,2021,male,99.21,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,99.1,8.14,3.25
1464,SDG: Europe and Northern America,Russian Federation,2012,female,99.3,58.7,27.27,88.92935483870968,73.7825,9.5,3.79
1465,SDG: Europe and Northern America,Russian Federation,2012,male,99.3,59.65,28.8,88.92935483870968,73.7825,9.5,3.79
1466,SDG: Europe and Northern America,Russian Federation,2013,female,100.0,60.14,26.84,88.92935483870968,73.7825,10.0,3.76
1467,SDG: Europe and Northern America,Russian Federation,2013,male,99.65,61.16,28.2,88.92935483870968,73.7825,10.0,3.76
1468,SDG: Europe and Northern America,Russian Federation,2014,female,99.3,61.69,25.49,100.36,73.7825,9.17,4.01
1469,SDG: Europe and Northern America,Russian Federation,2014,male,99.4,62.86,26.97,99.53,73.7825,9.17,4.01
1470,SDG: Europe and Northern America,Russian Federation,2015,female,99.3,64.29,27.52,100.89,73.7825,2.2,3.83
1471,SDG: Europe and Northern America,Russian Federation,2015,male,99.4,65.44,28.39,99.74,73.7825,2.2,3.83
1472,SDG: Europe and Northern America,Russian Federation,2016,female,99.3,65.73,27.85,96.71,73.7825,9.59,3.76
1473,SDG: Europe and Northern America,Russian Federation,2016,male,99.3,67.18,28.48,95.6,73.7825,9.59,3.76
1474,SDG: Europe and Northern America,Russian Federation,2017,female,99.3,65.72,27.98,88.92935483870968,73.7825,9.5,4.69
1475,SDG: Europe and Northern America,Russian Federation,2017,male,99.3,67.12,28.66,88.92935483870968,73.7825,9.5,4.69
1476,SDG: Europe and Northern America,Russian Federation,2018,female,100.0,65.77,28.0,101.44,73.7825,10.05,4.68
1477,SDG: Europe and Northern America,Russian Federation,2018,male,100.0,67.18,28.69,102.46,73.7825,10.05,4.68
1478,SDG: Europe and Northern America,Russian Federation,2019,female,99.3,66.41,28.53,104.75,73.7825,9.29,3.51
1479,SDG: Europe and Northern America,Russian Federation,2019,male,99.3,67.18,28.71,105.68,73.7825,9.29,3.51
1480,SDG: Europe and Northern America,Russian Federation,2020,female,100.0,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,99.8,8.94,3.7
1481,SDG: Europe and Northern America,Russian Federation,2020,male,99.22,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,99.7,8.94,3.7
1482,SDG: Europe and Northern America,Russian Federation,2021,female,100.0,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
1483,SDG: Europe and Northern America,Russian Federation,2021,male,99.59,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
1494,SDG: Europe and Northern America,Serbia,2012,female,99.4,57.24,0.0,98.24,73.7825,15.022455621301775,3.85
1495,SDG: Europe and Northern America,Serbia,2012,male,99.5,57.38,0.0,97.79,73.7825,15.022455621301775,3.85
1496,SDG: Europe and Northern America,Serbia,2013,female,99.5,47.16,23.94,99.3,73.7825,15.022455621301775,4.163665730337078
1497,SDG: Europe and Northern America,Serbia,2013,male,99.6,46.94,23.89,98.54,73.7825,15.022455621301775,4.163665730337078
1498,SDG: Europe and Northern America,Serbia,2014,female,99.56,47.59,23.94,102.26,73.7825,15.022455621301775,4.163665730337078
1499,SDG: Europe and Northern America,Serbia,2014,male,99.1,47.52,24.4,101.56,73.7825,15.022455621301775,4.163665730337078
1500,SDG: Europe and Northern America,Serbia,2015,female,99.5,47.94,28.23,101.08,73.7825,15.022455621301775,4.163665730337078
1501,SDG: Europe and Northern America,Serbia,2015,male,99.6,48.72,28.9,100.95,73.7825,15.022455621301775,4.163665730337078
1502,SDG: Europe and Northern America,Serbia,2016,female,99.5,50.29,33.24,98.3,99.39,8.69,3.63
1503,SDG: Europe and Northern America,Serbia,2016,male,99.6,50.49,33.42,99.34,99.51,8.69,3.63
1504,SDG: Europe and Northern America,Serbia,2017,female,99.5,52.23,34.58,99.09,73.7825,9.26,3.71
1505,SDG: Europe and Northern America,Serbia,2017,male,99.6,52.26,34.31,98.98,73.7825,9.26,3.71
1506,SDG: Europe and Northern America,Serbia,2018,female,99.5,54.11,37.82,98.86,73.7825,8.8,3.58
1507,SDG: Europe and Northern America,Serbia,2018,male,99.6,54.19,37.46,98.59,73.7825,8.8,3.58
1508,SDG: Europe and Northern America,Serbia,2019,female,98.89,55.75,39.46,98.43,99.82,8.6,3.62
1509,SDG: Europe and Northern America,Serbia,2019,male,100.0,55.75,39.13,98.89,99.81,8.6,3.62
1510,SDG: Europe and Northern America,Serbia,2020,female,99.6,57.84,42.3,97.78,73.7825,15.022455621301775,4.163665730337078
