Unnamed: 0,Region,Country,Year,Gender,Completion Rate for lower secondary Edu,Childhood Education GER,"Gross enrolment ratio, early childhood educational development programmes","Gross intake ratio to the last grade of lower secondary general education,",Literacy rate for 25-64 years old,Expenditure on education as a percentage of total government expenditure (%),Government expenditure on education as a percentage of GDP (%)
317,SDG: Central and Southern Asia,Maldives,2016,male,84.6,97.1,0.0,96.4,97.64,11.22,4.47
318,SDG: Central and Southern Asia,Maldives,2017,female,94.51,92.93,0.0,111.59,68.735,11.35,3.87
319,SDG: Central and Southern Asia,Maldives,2017,male,86.17,90.3,0.0,105.14,68.735,11.35,3.87
320,SDG: Central and Southern Asia,Maldives,2018,female,95.8,91.23,0.0,104.93,68.735,11.39,3.93
321,SDG: Central and Southern Asia,Maldives,2018,male,87.7,87.93,0.0,117.71,68.735,11.39,3.93
322,SDG: Central and Southern Asia,Maldives,2019,female,96.7,88.76,0.0,101.1,68.735,12.06,4.21
323,SDG: Central and Southern Asia,Maldives,2019,male,89.0,83.44,0.0,122.32,68.735,12.06,4.21
324,SDG: Central and Southern Asia,Maldives,2020,female,97.5,77.95,0.0,72.63083822296731,68.735,10.51,5.8
325,SDG: Central and Southern Asia,Maldives,2020,male,90.2,74.32,0.0,72.63083822296731,68.735,10.51,5.8
330,SDG: Central and Southern Asia,Nepal,2012,female,55.1,86.67,0.0,74.79,68.735,14.96826379542396,3.53
331,SDG: Central and Southern Asia,Nepal,2012,male,59.9,88.62,0.0,72.51,68.735,14.96826379542396,3.53
332,SDG: Central and Southern Asia,Nepal,2013,female,57.7,87.26,0.0,81.42,68.735,14.96826379542396,3.2
333,SDG: Central and Southern Asia,Nepal,2013,male,61.2,90.9,0.0,76.99,68.735,14.96826379542396,3.2
334,SDG: Central and Southern Asia,Nepal,2014,female,62.85,87.07,0.0,86.61,68.735,14.96826379542396,3.49
335,SDG: Central and Southern Asia,Nepal,2014,male,68.37,93.61,0.0,80.82,68.735,14.96826379542396,3.49
336,SDG: Central and Southern Asia,Nepal,2015,female,62.4,86.63,0.0,90.78,68.735,14.96826379542396,3.29
337,SDG: Central and Southern Asia,Nepal,2015,male,63.2,92.71,0.0,82.63,68.735,14.96826379542396,3.29
338,SDG: Central and Southern Asia,Nepal,2016,female,67.97,82.47,0.0,94.63,68.735,14.96826379542396,3.48
339,SDG: Central and Southern Asia,Nepal,2016,male,71.76,91.95,0.0,84.89,68.735,14.96826379542396,3.48
340,SDG: Central and Southern Asia,Nepal,2017,female,66.9,82.08,0.0,98.53,68.735,14.96826379542396,3.53
341,SDG: Central and Southern Asia,Nepal,2017,male,65.6,91.78,0.0,91.85,68.735,14.96826379542396,3.53
342,SDG: Central and Southern Asia,Nepal,2018,female,69.2,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,14.96826379542396,3.66
343,SDG: Central and Southern Asia,Nepal,2018,male,66.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,14.96826379542396,3.66
344,SDG: Central and Southern Asia,Nepal,2019,female,74.22,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,101.61,68.735,14.96826379542396,3.49
345,SDG: Central and Southern Asia,Nepal,2019,male,69.42,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,97.33,68.735,14.96826379542396,3.49
346,SDG: Central and Southern Asia,Nepal,2020,female,73.5,96.75,0.0,100.58,68.735,11.46,4.21
347,SDG: Central and Southern Asia,Nepal,2020,male,69.3,111.6,0.0,99.51,68.735,11.46,4.21
352,SDG: Central and Southern Asia,Pakistan,2012,female,41.25,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,36.4,32.67,11.04,2.14
353,SDG: Central and Southern Asia,Pakistan,2012,male,50.02,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,44.96,67.07,11.04,2.14
354,SDG: Central and Southern Asia,Pakistan,2013,female,39.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,38.06,31.7,11.51,2.49
355,SDG: Central and Southern Asia,Pakistan,2013,male,46.4,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,47.12,65.79,11.51,2.49
356,SDG: Central and Southern Asia,Pakistan,2014,female,40.6,62.89,0.0,40.42,33.77,11.3,2.47
357,SDG: Central and Southern Asia,Pakistan,2014,male,47.2,71.14,0.0,48.58,66.25,11.3,2.47
358,SDG: Central and Southern Asia,Pakistan,2015,female,41.0,64.36,0.0,41.23,68.735,13.19,2.65
359,SDG: Central and Southern Asia,Pakistan,2015,male,48.0,73.68,0.0,49.41,68.735,13.19,2.65
360,SDG: Central and Southern Asia,Pakistan,2016,female,41.6,64.08,0.0,42.7,68.735,15.06,2.67
361,SDG: Central and Southern Asia,Pakistan,2016,male,48.8,74.09,0.0,50.94,68.735,15.06,2.67
362,SDG: Central and Southern Asia,Pakistan,2017,female,42.2,71.21,0.0,43.21,35.74,14.54,2.58
363,SDG: Central and Southern Asia,Pakistan,2017,male,49.6,81.99,0.0,50.34,68.39,14.54,2.58
364,SDG: Central and Southern Asia,Pakistan,2018,female,44.66,77.31,0.0,44.72,39.04,12.19,2.33
365,SDG: Central and Southern Asia,Pakistan,2018,male,54.63,88.55,0.0,51.67,67.04,12.19,2.33
366,SDG: Central and Southern Asia,Pakistan,2019,female,44.1,77.15,0.0,45.73,40.22,11.59,2.21
367,SDG: Central and Southern Asia,Pakistan,2019,male,50.6,87.56,0.0,51.97,66.38,11.59,2.21
368,SDG: Central and Southern Asia,Pakistan,2020,female,45.2,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,10.8,2.06
369,SDG: Central and Southern Asia,Pakistan,2020,male,50.9,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,10.8,2.06
418,SDG: Eastern and South-Eastern Asia,Cambodia,2012,female,35.4,9.98,5.55,43.04,68.735,7.2,1.41
419,SDG: Eastern and South-Eastern Asia,Cambodia,2012,male,36.2,9.22,4.83,44.37,68.735,7.2,1.41
420,SDG: Eastern and South-Eastern Asia,Cambodia,2013,female,36.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,42.34,68.735,14.0,1.48
421,SDG: Eastern and South-Eastern Asia,Cambodia,2013,male,37.6,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,42.74,68.735,14.0,1.48
422,SDG: Eastern and South-Eastern Asia,Cambodia,2014,female,39.58,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,43.97,68.17,13.66,1.57
423,SDG: Eastern and South-Eastern Asia,Cambodia,2014,male,41.43,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,43.11,83.04,13.66,1.57
424,SDG: Eastern and South-Eastern Asia,Cambodia,2015,female,39.4,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,47.08,71.92,15.32,1.7
425,SDG: Eastern and South-Eastern Asia,Cambodia,2015,male,40.4,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,45.4,84.65,15.32,1.7
426,SDG: Eastern and South-Eastern Asia,Cambodia,2016,female,41.1,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,47.79,68.735,15.12,1.87
427,SDG: Eastern and South-Eastern Asia,Cambodia,2016,male,41.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,45.22,68.735,15.12,1.87
428,SDG: Eastern and South-Eastern Asia,Cambodia,2017,female,42.6,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,54.84,68.735,15.94,2.1
429,SDG: Eastern and South-Eastern Asia,Cambodia,2017,male,42.4,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,49.74,68.735,15.94,2.1
430,SDG: Eastern and South-Eastern Asia,Cambodia,2018,female,44.2,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,59.47,68.735,16.86,2.45
431,SDG: Eastern and South-Eastern Asia,Cambodia,2018,male,43.3,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,52.2,68.735,16.86,2.45
432,SDG: Eastern and South-Eastern Asia,Cambodia,2019,female,45.9,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,60.93,68.735,18.94,2.83
433,SDG: Eastern and South-Eastern Asia,Cambodia,2019,male,44.3,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,52.35,68.735,18.94,2.83
434,SDG: Eastern and South-Eastern Asia,Cambodia,2020,female,46.93,17.5,7.3,63.02,68.735,17.17,3.0
435,SDG: Eastern and South-Eastern Asia,Cambodia,2020,male,45.41,16.81,6.68,53.4,68.735,17.17,3.0
438,SDG: Eastern and South-Eastern Asia,China,2012,female,87.8,68.24,0.0,72.63083822296731,68.735,14.41,3.94
439,SDG: Eastern and South-Eastern Asia,China,2012,male,81.98,68.45,0.0,72.63083822296731,68.735,14.41,3.94
440,SDG: Eastern and South-Eastern Asia,China,2013,female,90.8,73.04,0.0,72.63083822296731,68.735,13.32,3.71
441,SDG: Eastern and South-Eastern Asia,China,2013,male,85.9,72.56,0.0,72.63083822296731,68.735,13.32,3.71
442,SDG: Eastern and South-Eastern Asia,China,2014,female,88.61,76.1,0.0,72.63083822296731,68.735,12.75,3.73
443,SDG: Eastern and South-Eastern Asia,China,2014,male,77.02,76.05,0.0,72.63083822296731,68.735,12.75,3.73
444,SDG: Eastern and South-Eastern Asia,China,2015,female,92.5,78.83,0.0,72.63083822296731,68.735,12.26,3.81
445,SDG: Eastern and South-Eastern Asia,China,2015,male,87.1,78.51,0.0,72.63083822296731,68.735,12.26,3.81
446,SDG: Eastern and South-Eastern Asia,China,2016,female,94.15,82.54,0.0,72.63083822296731,68.735,12.27,3.76
447,SDG: Eastern and South-Eastern Asia,China,2016,male,87.01,82.2,0.0,72.63083822296731,68.735,12.27,3.76
448,SDG: Eastern and South-Eastern Asia,China,2017,female,93.7,85.1,0.0,72.63083822296731,68.735,12.16,3.67
449,SDG: Eastern and South-Eastern Asia,China,2017,male,88.3,84.54,0.0,72.63083822296731,68.735,12.16,3.67
450,SDG: Eastern and South-Eastern Asia,China,2018,female,94.68,88.37,0.0,72.63083822296731,97.69,11.45,3.54
451,SDG: Eastern and South-Eastern Asia,China,2018,male,86.31,87.85,0.0,72.63083822296731,99.14,11.45,3.54
452,SDG: Eastern and South-Eastern Asia,China,2019,female,94.6,89.16,0.0,72.63083822296731,68.735,11.23,3.54
453,SDG: Eastern and South-Eastern Asia,China,2019,male,89.3,89.08,0.0,72.63083822296731,68.735,11.23,3.54
454,SDG: Eastern and South-Eastern Asia,China,2020,female,95.1,90.73,0.0,72.63083822296731,98.06,10.53,3.57
455,SDG: Eastern and South-Eastern Asia,China,2020,male,89.8,90.27,0.0,72.63083822296731,99.25,10.53,3.57
504,SDG: Eastern and South-Eastern Asia,Indonesia,2012,female,79.87,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,85.05,68.735,16.97,3.41
505,SDG: Eastern and South-Eastern Asia,Indonesia,2012,male,74.34,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,80.36,68.735,16.97,3.41
506,SDG: Eastern and South-Eastern Asia,Indonesia,2013,female,83.3,30.82,18.61,83.57,68.735,16.3,3.36
507,SDG: Eastern and South-Eastern Asia,Indonesia,2013,male,78.5,28.51,16.03,79.27,68.735,16.3,3.36
508,SDG: Eastern and South-Eastern Asia,Indonesia,2014,female,85.0,31.71,18.5,72.63083822296731,94.32,16.46,3.29
509,SDG: Eastern and South-Eastern Asia,Indonesia,2014,male,79.9,30.36,17.27,72.63083822296731,97.61,16.46,3.29
510,SDG: Eastern and South-Eastern Asia,Indonesia,2015,female,86.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,96.04,95.27,16.71,3.58
511,SDG: Eastern and South-Eastern Asia,Indonesia,2015,male,81.1,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,87.36,97.68,16.71,3.58
512,SDG: Eastern and South-Eastern Asia,Indonesia,2016,female,87.8,48.84,44.1,95.07,95.57,21.08,3.57
513,SDG: Eastern and South-Eastern Asia,Indonesia,2016,male,82.2,45.29,35.9,92.7,97.82,21.08,3.57
514,SDG: Eastern and South-Eastern Asia,Indonesia,2017,female,88.63,49.76,44.96,92.66,68.735,16.11,2.67
515,SDG: Eastern and South-Eastern Asia,Indonesia,2017,male,83.09,46.24,36.73,87.44,68.735,16.11,2.67
516,SDG: Eastern and South-Eastern Asia,Indonesia,2018,female,89.4,49.51,44.92,72.63083822296731,95.66,16.8,2.75
517,SDG: Eastern and South-Eastern Asia,Indonesia,2018,male,84.1,46.04,36.73,72.63083822296731,97.87,16.8,2.75
518,SDG: Eastern and South-Eastern Asia,Indonesia,2019,female,90.3,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,17.34,2.84
519,SDG: Eastern and South-Eastern Asia,Indonesia,2019,male,84.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,17.34,2.84
520,SDG: Eastern and South-Eastern Asia,Indonesia,2020,female,91.1,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,96.01,17.94,3.49
521,SDG: Eastern and South-Eastern Asia,Indonesia,2020,male,85.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,97.93,17.94,3.49
586,SDG: Eastern and South-Eastern Asia,Mongolia,2012,female,95.0,76.09,0.0,72.63083822296731,68.735,15.89,5.96
587,SDG: Eastern and South-Eastern Asia,Mongolia,2012,male,90.2,75.15,0.0,72.63083822296731,68.735,15.89,5.96
588,SDG: Eastern and South-Eastern Asia,Mongolia,2013,female,92.2,77.84,0.0,72.63083822296731,68.735,14.96826379542396,5.24
589,SDG: Eastern and South-Eastern Asia,Mongolia,2013,male,87.31,76.9,0.0,72.63083822296731,68.735,14.96826379542396,5.24
590,SDG: Eastern and South-Eastern Asia,Mongolia,2014,female,92.2,78.04,0.0,72.63083822296731,68.735,14.96826379542396,5.43
591,SDG: Eastern and South-Eastern Asia,Mongolia,2014,male,87.31,78.25,0.0,72.63083822296731,68.735,14.96826379542396,5.43
592,SDG: Eastern and South-Eastern Asia,Mongolia,2015,female,96.8,79.3,0.0,72.63083822296731,68.735,14.96826379542396,4.39
593,SDG: Eastern and South-Eastern Asia,Mongolia,2015,male,94.2,79.17,0.0,72.63083822296731,68.735,14.96826379542396,4.39
594,SDG: Eastern and South-Eastern Asia,Mongolia,2016,female,97.3,82.54,0.0,72.63083822296731,68.735,3.6,5.2
595,SDG: Eastern and South-Eastern Asia,Mongolia,2016,male,95.3,82.75,0.0,72.63083822296731,68.735,3.6,5.2
596,SDG: Eastern and South-Eastern Asia,Mongolia,2017,female,97.8,85.16,0.0,72.63083822296731,68.735,2.82,4.32
597,SDG: Eastern and South-Eastern Asia,Mongolia,2017,male,96.2,85.53,0.0,72.63083822296731,68.735,2.82,4.32
598,SDG: Eastern and South-Eastern Asia,Mongolia,2018,female,96.36,86.58,0.0,104.97,68.735,20.48,6.08
599,SDG: Eastern and South-Eastern Asia,Mongolia,2018,male,93.62,86.75,0.0,105.37,68.735,20.48,6.08
600,SDG: Eastern and South-Eastern Asia,Mongolia,2019,female,98.5,85.67,0.0,95.93,68.735,14.08,4.62
601,SDG: Eastern and South-Eastern Asia,Mongolia,2019,male,97.7,86.97,0.0,93.68,68.735,14.08,4.62
602,SDG: Eastern and South-Eastern Asia,Mongolia,2020,female,98.8,85.19,0.0,91.2,99.34,11.26,4.66
603,SDG: Eastern and South-Eastern Asia,Mongolia,2020,male,98.2,86.53,0.0,89.39,99.16,11.26,4.66
608,SDG: Eastern and South-Eastern Asia,Myanmar,2012,female,44.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,7.54,1.59
609,SDG: Eastern and South-Eastern Asia,Myanmar,2012,male,42.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,7.54,1.59
610,SDG: Eastern and South-Eastern Asia,Myanmar,2013,female,46.4,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,7.49,1.84
611,SDG: Eastern and South-Eastern Asia,Myanmar,2013,male,44.2,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,7.49,1.84
612,SDG: Eastern and South-Eastern Asia,Myanmar,2014,female,48.2,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,50.51,68.735,7.54,2.01
613,SDG: Eastern and South-Eastern Asia,Myanmar,2014,male,45.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,47.58,68.735,7.54,2.01
614,SDG: Eastern and South-Eastern Asia,Myanmar,2015,female,50.1,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,8.73,2.25
615,SDG: Eastern and South-Eastern Asia,Myanmar,2015,male,46.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,8.73,2.25
616,SDG: Eastern and South-Eastern Asia,Myanmar,2016,female,44.38,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,57.49,71.68,9.68,2.16
617,SDG: Eastern and South-Eastern Asia,Myanmar,2016,male,43.19,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,51.86,79.64,9.68,2.16
618,SDG: Eastern and South-Eastern Asia,Myanmar,2017,female,52.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,64.43,68.735,8.58,2.33
619,SDG: Eastern and South-Eastern Asia,Myanmar,2017,male,47.9,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,57.73,68.735,8.58,2.33
620,SDG: Eastern and South-Eastern Asia,Myanmar,2018,female,53.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,67.88,68.735,9.68,2.16
